"BSTNUM";"MUTKOD";"VERVALLEN";"BACKUPID";"ATCODE";"ATOMS";"ATOMSE";"ATKIND";"HGROEPCODE";"RZVClaim";"SourceCode"
"0801";"0";0;"";C10B;ANTILIPAEMICA, COMBINATIEPREPARATEN;LIPID MODIFYING AGENTS, COMBINATIONS;"";C10;0;
"0801";"0";0;"";C10BA;COMBINATIEPREPARATEN MET ANTILIPAEMICA;COMBINATIONS OF VARIOUS LIPID MODIFYING AGENTS;"";C10B;0;
"0801";"0";0;"";C10BA01;LOVASTATINE MET NICOTINEZUUR;LOVASTATIN AND NICOTINIC ACID;"";C10BA;0;
"0801";"0";0;"";C10BA02;SIMVASTATINE MET EZETIMIB;SIMVASTATIN AND EZETIMIBE;"";C10BA;0;
"0801";"0";0;"";C10BA03;PRAVASTATINE MET FENOFIBRAAT;PRAVASTATIN AND FENOFIBRATE;"";C10BA;0;
"0801";"0";0;"";C10BA04;SIMVASTATINE MET FENOFIBRAAT;SIMVASTATIN AND FENOFIBRATE;"";C10BA;0;
"0801";"0";0;"";C10BA05;ATORVASTATINE MET EZETIMIB;ATORVASTATIN AND EZETIMIBE;"";C10BA;0;
"0801";"0";0;"";C10BA06;ROSUVASTATINE MET EZETIMIB;ROSUVASTATIN AND EZETIMIBE;"";C10BA;0;
"0801";"0";0;"";C10BX;ANTILIPAEMICA MET ANDERE MIDDELEN;LIPID MODIFYING AGENTS IN COMBINATION WITH OTHER DRUGS;"";C10B;0;
"0801";"0";0;"";C10BX01;SIMVASTATINE MET ACETYLSALICYLZUUR;SIMVASTATIN AND ACETYLSALICYLIC ACID;"";C10BX;0;
"0801";"0";0;"";C10BX02;PRAVASTATINE MET ACETYLSALICYLZUUR;PRAVASTATIN AND ACETYLSALICYLIC ACID;"";C10BX;0;
"0801";"0";0;"";C10BX03;ATORVASTATINE MET AMLODIPINE;ATORVASTATIN AND AMLODIPINE;"";C10BX;0;
"0801";"0";0;"";C10BX04;SIMVASTATINE MET ACETYLSALICYLZUUR EN RAMIPRIL;SIMVASTATIN, ACETYLSALICYLIC ACID AND RAMIPRIL;"";C10BX;0;
"0801";"0";0;"";C10BX05;ROSUVASTATINE MET ACETYLSALICYLZUUR;ROSUVASTATIN AND ACETYLSALICYLIC ACID;"";C10BX;0;
"0801";"0";0;"";C10BX06;ATORVASTATINE MET ACETYLSALICYLZUUR EN RAMIPRIL;ATORVASTATIN, ACETYLSALICYLIC ACID AND RAMIPRIL;"";C10BX;0;
"0801";"0";0;"";C10BX07;ROSUVASTATINE MET AMLODIPINE EN LISINOPRIL;ROSUVASTATIN, AMLODIPINE AND LISINOPRIL;"";C10BX;0;
"0801";"0";0;"";C10BX08;ATORVASTATINE MET ACETYLSALICYLZUUR;ATORVASTATIN AND ACETYLSALICYLIC ACID;"";C10BX;0;
"0801";"0";0;"";C10BX09;ROSUVASTATINE MET AMLODIPINE;ROSUVASTATIN AND AMLODIPINE;"";C10BX;0;
"0801";"0";0;"";C10BX10;ROSUVASTATINE MET VALSARTAN;ROSUVASTATIN AND VALSARTAN;"";C10BX;0;
"0801";"0";0;"";C10BX11;ATORVASTATINE MET AMLODIPINE EN PERINDOPRIL;ATORVASTATIN, AMLODIPINE AND PERINDOPRIL;"";C10BX;0;
"0801";"0";0;"";D;DERMATOLOGICA;DERMATOLOGICALS;"";"";0;
"0801";"0";0;"";D01;ANTIMYCOTICA VOOR DERMATOLOGISCH GEBRUIK;ANTIFUNGALS FOR DERMATOLOGICAL USE;"";D;0;
"0801";"0";0;"";D01A;ANTIMYCOTICA, LOKALE;ANTIFUNGALS FOR TOPICAL USE;"";D01;0;
"0801";"0";0;"";D01AA;ANTIBIOTICA;ANTIBIOTICS;"";D01A;0;
"0801";"0";0;"";D01AA01;NYSTATINE;NYSTATIN;"";D01AA;0;
"0801";"0";0;"";D01AA02;NATAMYCINE;NATAMYCIN;"";D01AA;0;
"0801";"0";0;"";D01AA03;HACHIMYCINE;HACHIMYCIN;"";D01AA;0;
"0801";"0";0;"";D01AA04;PECILOCINE;PECILOCIN;"";D01AA;0;
"0801";"0";0;"";D01AA06;MEPARTRICINE;MEPARTRICIN;"";D01AA;0;
"0801";"0";0;"";D01AA07;PYRROLNITRINE;PYRROLNITRIN;"";D01AA;0;
"0801";"0";0;"";D01AA08;GRISEOFULVINE;GRISEOFULVIN;"";D01AA;0;
"0801";"0";0;"";D01AA20;COMBINATIEPREPARATEN;COMBINATIONS;"";D01AA;0;
"0801";"0";0;"";D01AC;IMIDAZOOL- EN TRIAZOOLDERIVATEN;IMIDAZOLE AND TRIAZOLE DERIVATIVES;"";D01A;0;
"0801";"0";0;"";D01AC01;CLOTRIMAZOL;CLOTRIMAZOLE;"";D01AC;0;
"0801";"0";0;"";D01AC02;MICONAZOL;MICONAZOLE;"";D01AC;0;
"0801";"0";0;"";D01AC03;ECONAZOL;ECONAZOLE;"";D01AC;0;
"0801";"0";0;"";D01AC04;CHLOORMIDAZOL;CHLORMIDAZOLE;"";D01AC;0;
"0801";"0";0;"";D01AC05;ISOCONAZOL;ISOCONAZOLE;"";D01AC;0;
"0801";"0";0;"";D01AC06;TIABENDAZOL;TIABENDAZOLE;"";D01AC;0;
"0801";"0";0;"";D01AC07;TIOCONAZOL;TIOCONAZOLE;"";D01AC;0;
"0801";"0";0;"";D01AC08;KETOCONAZOL;KETOCONAZOLE;"";D01AC;0;
"0801";"0";0;"";D01AC09;SULCONAZOL;SULCONAZOLE;"";D01AC;0;
"0801";"0";0;"";D01AC10;BIFONAZOL;BIFONAZOLE;"";D01AC;0;
"0801";"0";0;"";D01AC11;OXICONAZOL;OXICONAZOLE;"";D01AC;0;
"0801";"0";0;"";D01AC12;FENTICONAZOL;FENTICONAZOLE;"";D01AC;0;
"0801";"0";0;"";D01AC13;OMOCONAZOL;OMOCONAZOLE;"";D01AC;0;
"0801";"0";0;"";D01AC14;SERTACONAZOL;SERTACONAZOLE;"";D01AC;0;
"0801";"0";0;"";D01AC15;FLUCONAZOL;FLUCONAZOLE;"";D01AC;0;
"0801";"0";0;"";D01AC16;FLUTRIMAZOL;FLUTRIMAZOLE;"";D01AC;0;
"0801";"0";0;"";D01AC17;EBERCONAZOL;EBERCONAZOLE;"";D01AC;0;
"0801";"0";0;"";D01AC18;LULICONAZOL;LULICONAZOLE;"";D01AC;0;
"0801";"0";0;"";D01AC19;EFINACONAZOL;EFINACONAZOLE;"";D01AC;0;
"0801";"0";0;"";D01AC20;IMIDAZOLEN/TRIAZOLEN, COMBINATIES MET CORTICOSTEROIDEN;IMIDAZOLES/TRIAZOLES IN COMBINATION WITH CORTICOSTEROIDS;"";D01AC;0;
"0801";"0";0;"";D01AC52;MICONAZOL, COMBINATIEPREPARATEN;MICONAZOLE, COMBINATIONS;"";D01AC;0;
"0801";"0";0;"";D01AC60;BIFONAZOL, COMBINATIEPREPARATEN;BIFONAZOLE, COMBINATIONS;"";D01AC;0;
"0801";"0";0;"";D01AE;OVERIGE LOKALE ANTIMYCOTICA;OTHER ANTIFUNGALS FOR TOPICAL USE;"";D01A;0;
"0801";"0";0;"";D01AE01;BROOMCHLOORSALICYLANILIDE;BROMOCHLOROSALICYLANILIDE;"";D01AE;0;
"0801";"0";0;"";D01AE02;METHYLROSANILINE;METHYLROSANILINE;"";D01AE;0;
"0801";"0";0;"";D01AE03;TRIBROOMMETACRESOL;TRIBROMOMETACRESOL;"";D01AE;0;
"0801";"0";0;"";D01AE04;UNDECYLEENZUUR;UNDECYLENIC ACID;"";D01AE;0;
"0801";"0";0;"";D01AE05;POLYNOXYLINE;POLYNOXYLIN;"";D01AE;0;
"0801";"0";0;"";D01AE06;CHLOORFENOXYETHANOL;"2-(4-CHLORPHENOXY)-ETHANOL";"";D01AE;0;
"0801";"0";0;"";D01AE07;CHLOORFENESINE;CHLORPHENESIN;"";D01AE;0;
"0801";"0";0;"";D01AE08;TICLATON;TICLATONE;"";D01AE;0;
"0801";"0";0;"";D01AE09;SULBENTINE;SULBENTINE;"";D01AE;0;
"0801";"0";0;"";D01AE10;ETHYLPARAHYDROXYBENZOAAT;ETHYL HYDROXYBENZOATE;"";D01AE;0;
"0801";"0";0;"";D01AE11;HALOPROGINE;HALOPROGIN;"";D01AE;0;
"0801";"0";0;"";D01AE12;SALICYLZUUR;SALICYLIC ACID;"";D01AE;0;
"0801";"0";0;"";D01AE13;SELEENSULFIDE;SELENIUM SULFIDE;"";D01AE;0;
"0801";"0";0;"";D01AE14;CICLOPIROX;CICLOPIROX;"";D01AE;0;
"0801";"0";0;"";D01AE15;TERBINAFINE;TERBINAFINE;"";D01AE;0;
"0801";"0";0;"";D01AE16;AMOROLFINE;AMOROLFINE;"";D01AE;0;
"0801";"0";0;"";D01AE17;DIMAZOL;DIMAZOLE;"";D01AE;0;
"0801";"0";0;"";D01AE18;TOLNAFTAAT;TOLNAFTATE;"";D01AE;0;
"0801";"0";0;"";D01AE19;TOLCICLAAT;TOLCICLATE;"";D01AE;0;
"0801";"0";0;"";D01AE20;COMBINATIEPREPARATEN;COMBINATIONS;"";D01AE;0;
"0801";"0";0;"";D01AE21;FLUCYTOSINE;FLUCYTOSINE;"";D01AE;0;
"0801";"0";0;"";D01AE22;NAFTIFINE;NAFTIFINE;"";D01AE;0;
"0801";"0";0;"";D01AE23;BUTENAFINE;BUTENAFINE;"";D01AE;0;
"0801";"0";0;"";D01AE54;UNDECYLEENZUUR, COMBINATIEPREPARATEN;UNDECYLENIC ACID, COMBINATIONS;"";D01AE;0;
"0801";"0";0;"";D01B;ANTIMYCOTICA VOOR SYSTEMISCH GEBRUIK;ANTIFUNGALS FOR SYSTEMIC USE;"";D01;0;
"0801";"0";0;"";D01BA;ANTIMYCOTICA VOOR SYSTEMISCH GEBRUIK;ANTIFUNGALS FOR SYSTEMIC USE;"";D01B;0;
"0801";"0";0;"";D01BA01;GRISEOFULVINE;GRISEOFULVIN;"";D01BA;0;
"0801";"0";0;"";D01BA02;TERBINAFINE;TERBINAFINE;"";D01BA;0;
"0801";"0";0;"";D02;EMOLLIENTIA EN PROTECTIVA;EMOLLIENTS AND PROTECTIVES;"";D;0;
"0801";"0";0;"";D02A;EMOLLIENTIA EN PROTECTIVA;EMOLLIENTS AND PROTECTIVES;"";D02;0;
"0801";"0";0;"";D02AA;DIMETICONPRODUCTEN;SILICONE PRODUCTS;"";D02A;0;
"0801";"0";0;"";D02AB;ZINKPRODUCTEN;ZINC PRODUCTS;"";D02A;0;
"0801";"0";0;"";D02AC;VASELINE EN VETPRODUCTEN;SOFT PARAFFIN AND FAT PRODUCTS;"";D02A;0;
"0801";"0";0;"";D02AD;VLOEIBARE PLEISTERS;LIQUID PLASTERS;"";D02A;0;
"0801";"0";0;"";D02AE;UREUMPRODUCTEN;CARBAMIDE PRODUCTS;"";D02A;0;
"0801";"0";0;"";D02AE01;UREUM;CARBAMIDE;"";D02AE;0;
"0801";"0";0;"";D02AE51;UREUM, COMBINATIEPREPARATEN;CARBAMIDE, COMBINATIONS;"";D02AE;0;
"0801";"0";0;"";D02AF;SALICYLZUURPREPARATEN;SALICYLIC ACID PREPARATIONS;"";D02A;0;
"0801";"0";0;"";D02AX;OVERIGE EMOLLIENTIA EN PROTECTIVA;OTHER EMOLLIENTS AND PROTECTIVES;"";D02A;0;
"0801";"0";0;"";D02B;PROTECTIVA TEGEN UV-STRALING;PROTECTIVES AGAINST UV-RADIATION;"";D02;0;
"0801";"0";0;"";D02BA;PROTECTIVA TEGEN UV-STRALING, LOKALE;PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE;"";D02B;0;
"0801";"0";0;"";D02BA01;AMINOBENZOEZUUR;AMINOBENZOIC ACID;"";D02BA;0;
"0801";"0";0;"";D02BA02;OCTINOXAAT;OCTINOXATE;"";D02BA;0;
"0801";"0";0;"";D02BB;PROTECTIVA TEGEN UV-STRALING VOOR SYSTEMISCH GEBRUIK;PROTECTIVES AGAINST UV-RADIATION FOR SYSTEMIC USE;"";D02B;0;
"0801";"0";0;"";D02BB01;BETACAROTEEN;BETACAROTENE;"";D02BB;0;
"0801";"0";0;"";D02BB02;AFAMELANOTIDE;AFAMELANOTIDE;"";D02BB;0;
"0801";"0";0;"";D03;WOND- EN ULCUSMIDDELEN;PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS;"";D;0;
"0801";"0";0;"";D03A;WONDHELENDE MIDDELEN;CICATRIZANTS;"";D03;0;
"0801";"0";0;"";D03AA;LEVERTRAANZALVEN;COD-LIVER OIL OINTMENTS;"";D03A;0;
"0801";"0";0;"";D03AX;OVERIGE WONDHELENDE MIDDELEN;OTHER CICATRIZANTS;"";D03A;0;
"0801";"0";0;"";D03AX01;CADEXOMEERJODIUM;CADEXOMER IODINE;"";D03AX;0;
"0801";"0";0;"";D03AX02;DEXTRANOMEER;DEXTRANOMER;"";D03AX;0;
"0801";"0";0;"";D03AX03;DEXPANTHENOL;DEXPANTHENOL;"";D03AX;0;
"0801";"0";0;"";D03AX04;PANTOTHEENZUUR (CA-ZOUT);CALCIUM PANTOTHENATE;"";D03AX;0;
"0801";"0";0;"";D03AX05;HYALURONZUUR;HYALURONIC ACID;"";D03AX;0;
"0801";"0";0;"";D03AX06;BECAPLERMINE;BECAPLERMIN;"";D03AX;0;
"0801";"0";0;"";D03AX09;CRILANOMEER;CRILANOMER;"";D03AX;0;
"0801";"0";0;"";D03AX10;ENOXOLON;ENOXOLONE;"";D03AX;0;
"0801";"0";0;"";D03AX11;NATRIUMCHLORIET;SODIUM CHLORITE;"";D03AX;0;
"0801";"0";0;"";D03AX12;TROLAMINE;TROLAMINE;"";D03AX;0;
"0801";"0";0;"";D03B;ENZYMEN;ENZYMES;"";D03;0;
"0801";"0";0;"";D03BA;PROTEOLYTISCHE ENZYMEN;PROTEOLYTIC ENZYMES;"";D03B;0;
"0801";"0";0;"";D03BA01;TRYPSINE;TRYPSIN;"";D03BA;0;
"0801";"0";0;"";D03BA02;COLLAGENASE;COLLAGENASE;"";D03BA;0;
"0801";"0";0;"";D03BA03;BROMELAINEN;BROMELAINS;"";D03BA;0;
"0801";"0";0;"";D03BA52;COLLAGENASE, COMBINATIEPREPARATEN;COLLAGENASE, COMBINATIONS;"";D03BA;0;
"0801";"0";0;"";D04;ANTIPRURITICA, INCL.ANTIHISTAMINICA, ANAESTHETICA ETC.;ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.;"";D;0;
"0801";"0";0;"";D04A;ANTIPRURITICA, INCL.ANTIHISTAMINICA, ANAESTHETICA ETC.;ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.;"";D04;0;
"0801";"0";0;"";D04AA;ANTIHISTAMINICA, LOKALE;ANTIHISTAMINES FOR TOPICAL USE;"";D04A;0;
"0801";"0";0;"";D04AA01;THONZYLAMINE;THONZYLAMINE;"";D04AA;0;
"0801";"0";0;"";D04AA02;MEPYRAMINE;MEPYRAMINE;"";D04AA;0;
"0801";"0";0;"";D04AA03;THENALIDINE;THENALIDINE;"";D04AA;0;
"0801";"0";0;"";D04AA04;TRIPELENNAMINE;TRIPELENNAMINE;"";D04AA;0;
"0801";"0";0;"";D04AA09;CHLOORPYRAMINE;CHLOROPYRAMINE;"";D04AA;0;
"0801";"0";0;"";D04AA10;PROMETHAZINE;PROMETHAZINE;"";D04AA;0;
"0801";"0";0;"";D04AA12;TOLPROPAMINE;TOLPROPAMINE;"";D04AA;0;
"0801";"0";0;"";D04AA13;DIMETINDEEN;DIMETINDENE;"";D04AA;0;
"0801";"0";0;"";D04AA14;CLEMASTINE;CLEMASTINE;"";D04AA;0;
"0801";"0";0;"";D04AA15;BAMIPINE;BAMIPINE;"";D04AA;0;
"0801";"0";0;"";D04AA16;FENIRAMINE;PHENIRAMINE;"";D04AA;0;
"0801";"0";0;"";D04AA22;ISOTHIPENDYL;ISOTHIPENDYL;"";D04AA;0;
"0801";"0";0;"";D04AA32;DIFENHYDRAMINE;DIPHENHYDRAMINE;"";D04AA;0;
"0801";"0";0;"";D04AA33;DIFENHYDRAMINEMETHYLBROMIDE;DIPHENHYDRAMINE METHYLBROMIDE;"";D04AA;0;
"0801";"0";0;"";D04AA34;CHLOORFENOXAMINE;CHLORPHENOXAMINE;"";D04AA;0;
"0801";"0";0;"";D04AB;ANAESTHETICA, LOKALE;ANESTHETICS FOR TOPICAL USE;"";D04A;0;
"0801";"0";0;"";D04AB01;LIDOCAINE;LIDOCAINE;"";D04AB;0;
"0801";"0";0;"";D04AB02;CINCHOCAINE;CINCHOCAINE;"";D04AB;0;
"0801";"0";0;"";D04AB03;OXYBUPROCAINE;OXYBUPROCAINE;"";D04AB;0;
"0801";"0";0;"";D04AB04;BENZOCAINE;BENZOCAINE;"";D04AB;0;
"0801";"0";0;"";D04AB05;CHINISOCAINE;QUINISOCAINE;"";D04AB;0;
"0801";"0";0;"";D04AB06;TETRACAINE;TETRACAINE;"";D04AB;0;
"0801";"0";0;"";D04AB07;PRAMOCAINE;PRAMOCAINE;"";D04AB;0;
"0801";"0";0;"";D04AX;OVERIGE ANTIPRURITICA;OTHER ANTIPRURITICS;"";D04A;0;
"0801";"0";0;"";D05;PSORIASISMIDDELEN;ANTIPSORIATICS;"";D;0;
"0801";"0";0;"";D05A;PSORIASISMIDDELEN, LOKALE;ANTIPSORIATICS FOR TOPICAL USE;"";D05;0;
"0801";"0";0;"";D05AA;TEREN;TARS;"";D05A;0;
"0801";"0";0;"";D05AC;ANTRANOLDERIVATEN;ANTRACEN DERIVATIVES;"";D05A;0;
"0801";"0";0;"";D05AC01;DITRANOL;DITHRANOL;"";D05AC;0;
"0801";"0";0;"";D05AC51;DITRANOL, COMBINATIEPREPARATEN;DITHRANOL, COMBINATIONS;"";D05AC;0;
"0801";"0";0;"";D05AD;PSORALENEN, LOKALE;PSORALENS FOR TOPICAL USE;"";D05A;0;
"0801";"0";0;"";D05AD01;TRIOXYSALEEN;TRIOXYSALEN;"";D05AD;0;
"0801";"0";0;"";D05AD02;METHOXSALEEN;METHOXSALEN;"";D05AD;0;
"0801";"0";0;"";D05AX;OVERIGE LOKALE PSORIASISMIDDELEN;OTHER ANTIPSORIATICS FOR TOPICAL USE;"";D05A;0;
"0801";"0";0;"";D05AX01;FUMAARZUUR;FUMARIC ACID;"";D05AX;0;
"0801";"0";0;"";D05AX02;CALCIPOTRIOL;CALCIPOTRIOL;"";D05AX;0;
"0801";"0";0;"";D05AX03;CALCITRIOL;CALCITRIOL;"";D05AX;0;
"0801";"0";0;"";D05AX04;TACALCITOL;TACALCITOL;"";D05AX;0;
"0801";"0";0;"";D05AX05;TAZAROTEEN;TAZAROTENE;"";D05AX;0;
"0801";"0";0;"";D05AX52;CALCIPOTRIOL, COMBINATIEPREPARATEN;CALCIPOTRIOL, COMBINATIONS;"";D05AX;0;
"0801";"0";0;"";D05B;PSORIASISMIDDELEN VOOR SYSTEMISCH GEBRUIK;ANTIPSORIATICS FOR SYSTEMIC USE;"";D05;0;
"0801";"0";0;"";D05BA;PSORALENEN VOOR SYSTEMISCH GEBRUIK;PSORALENS FOR SYSTEMIC USE;"";D05B;0;
"0801";"0";0;"";D05BA01;TRIOXYSALEEN, SYSTEMISCH;TRIOXYSALEN;"";D05BA;0;
"0801";"0";0;"";D05BA02;METHOXSALEEN, SYSTEMISCH;METHOXSALEN;"";D05BA;0;
"0801";"0";0;"";D05BA03;BERGAPTEEN;BERGAPTEN;"";D05BA;0;
"0801";"0";0;"";D05BB;RETINOIDEN VOOR PSORIASIS;RETINOIDS FOR TREATMENT OF PSORIASIS;"";D05B;0;
"0801";"0";0;"";D05BB01;ETRETINAAT;ETRETINATE;"";D05BB;0;
"0801";"0";0;"";D05BB02;ACITRETINE;ACITRETIN;"";D05BB;0;
"0801";"0";0;"";D05BX;OVERIGE PSORIASISMIDDELEN VOOR SYSTEMISCH GEBRUIK;OTHER ANTIPSORIATICS FOR SYSTEMIC USE;"";D05B;0;
"0801";"0";0;"";D05BX51;FUMAARZUURDERIVATEN, COMBINATIEPREPARATEN;FUMARIC ACID DERIVATIVES, COMBINATIONS;"";D05BX;0;
"0801";"0";0;"";D06;ANTIMICROBIELE MIDDELEN VOOR DERMATOLOGISCH GEBRUIK;ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE;"";D;0;
"0801";"0";0;"";D06A;ANTIBIOTICA, LOKALE;ANTIBIOTICS FOR TOPICAL USE;"";D06;0;
"0801";"0";0;"";D06AA;TETRACYCLINE EN DERIVATEN;TETRACYCLINE AND DERIVATIVES;"";D06A;0;
"0801";"0";0;"";D06AA01;DEMECLOCYCLINE;DEMECLOCYCLINE;"";D06AA;0;
"0801";"0";0;"";D06AA02;CHLOORTETRACYCLINE;CHLORTETRACYCLINE;"";D06AA;0;
"0801";"0";0;"";D06AA03;OXYTETRACYCLINE;OXYTETRACYCLINE;"";D06AA;0;
"0801";"0";0;"";D06AA04;TETRACYCLINE;TETRACYCLINE;"";D06AA;0;
"0801";"0";0;"";D06AX;OVERIGE LOKALE ANTIBIOTICA;OTHER ANTIBIOTICS FOR TOPICAL USE;"";D06A;0;
"0801";"0";0;"";D06AX01;FUSIDINEZUUR;FUSIDIC ACID;"";D06AX;0;
"0801";"0";0;"";D06AX02;CHLOORAMFENICOL;CHLORAMPHENICOL;"";D06AX;0;
"0801";"0";0;"";D06AX04;NEOMYCINE;NEOMYCIN;"";D06AX;0;
"0801";"0";0;"";D06AX05;BACITRACINE;BACITRACIN;"";D06AX;0;
"0801";"0";0;"";D06AX07;GENTAMICINE;GENTAMICIN;"";D06AX;0;
"0801";"0";0;"";D06AX08;TYROTRICINE;TYROTHRICIN;"";D06AX;0;
"0801";"0";0;"";D06AX09;MUPIROCINE;MUPIROCIN;"";D06AX;0;
"0801";"0";0;"";D06AX10;VIRGINIAMYCINE;VIRGINIAMYCIN;"";D06AX;0;
"0801";"0";0;"";D06AX11;RIFAXIMINE;RIFAXIMIN;"";D06AX;0;
"0801";"0";0;"";D06AX12;AMIKACINE;AMIKACIN;"";D06AX;0;
"0801";"0";0;"";D06AX13;RETAPAMULINE;RETAPAMULIN;"";D06AX;0;
"0801";"0";0;"";D06B;LOKALE CHEMISCHE ANTIMICROBIELE MIDDELEN;CHEMOTHERAPEUTICS FOR TOPICAL USE;"";D06;0;
"0801";"0";0;"";D06BA;SULFONAMIDEN;SULFONAMIDES;"";D06B;0;
"0801";"0";0;"";D06BA01;ZILVERSULFADIAZINE;SILVER SULFADIAZINE;"";D06BA;0;
"0801";"0";0;"";D06BA02;SULFATHIAZOL;SULFATHIAZOLE;"";D06BA;0;
"0801";"0";0;"";D06BA03;MAFENIDE;MAFENIDE;"";D06BA;0;
"0801";"0";0;"";D06BA04;SULFAMETHIZOL;SULFAMETHIZOLE;"";D06BA;0;
"0801";"0";0;"";D06BA05;SULFANILAMIDE;SULFANILAMIDE;"";D06BA;0;
"0801";"0";0;"";D06BA06;SULFAMERAZINE;SULFAMERAZINE;"";D06BA;0;
"0801";"0";0;"";D06BA51;ZILVERSULFADIAZINE, COMBINATIEPREPARATEN;SILVER SULFADIAZINE, COMBINATIONS;"";D06BA;0;
"0801";"0";0;"";D06BB;ANTIVIRALE MIDDELEN;ANTIVIRALS;"";D06B;0;
"0801";"0";0;"";D06BB01;IDOXURIDINE;IDOXURIDINE;"";D06BB;0;
"0801";"0";0;"";D06BB02;TROMANTADINE;TROMANTADINE;"";D06BB;0;
"0801";"0";0;"";D06BB03;ACICLOVIR;ACICLOVIR;"";D06BB;0;
"0801";"0";0;"";D06BB04;PODOFYLLOTOXINE;PODOPHYLLOTOXIN;"";D06BB;0;
"0801";"0";0;"";D06BB05;INOSIPLEX;INOSINE;"";D06BB;0;
"0801";"0";0;"";D06BB06;PENCICLOVIR;PENCICLOVIR;"";D06BB;0;
"0801";"0";0;"";D06BB07;LYSOZYM;LYSOZYME;"";D06BB;0;
"0801";"0";0;"";D06BB08;IBACITABINE;IBACITABINE;"";D06BB;0;
"0801";"0";0;"";D06BB09;EDOXUDINE;EDOXUDINE;"";D06BB;0;
"0801";"0";0;"";D06BB10;IMIQUIMOD;IMIQUIMOD;"";D06BB;0;
"0801";"0";0;"";D06BB11;DOCOSANOL;DOCOSANOL;"";D06BB;0;
"0801";"0";0;"";D06BB12;SINECATECHINS;SINECATECHINS;"";D06BB;0;
"0801";"0";0;"";D06BB53;ACICLOVIR, COMBINATIEPREPARATEN;ACICLOVIR, COMBINATIONS;"";D06BB;0;
"0801";"0";0;"";D06BX;OVERIGE CHEMISCHE ANTIMICROBIELE MIDDELEN;OTHER CHEMOTHERAPEUTICS;"";D06B;0;
"0801";"0";0;"";D06BX01;METRONIDAZOL;METRONIDAZOLE;"";D06BX;0;
"0801";"0";0;"";D06BX02;INGENOLMEBUTAAT;INGENOL MEBUTATE;"";D06BX;0;
"0801";"0";0;"";D06C;ANTIMICROBIELE MIDDELEN, COMBINATIEPREPARATEN;ANTIBIOTICS AND CHEMOTHERAPEUTICS, COMBINATIONS;"";D06;0;
"0801";"0";0;"";D07;DERMATOLOGISCHE CORTICOSTEROIDEN;CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS;"";D;0;
"0801";"0";0;"";D07A;ENKELVOUDIGE CORTICOSTEROIDEN;CORTICOSTEROIDS, PLAIN;"";D07;0;
"0801";"0";0;"";D07AA;ZWAK WERKZAME CORTICOSTEROIDEN (GROEP I);CORTICOSTEROIDS, WEAK (GROUP I);"";D07A;0;
"0801";"0";0;"";D07AA01;METHYLPREDNISOLON;METHYLPREDNISOLONE;"";D07AA;0;
"0801";"0";0;"";D07AA02;HYDROCORTISON;HYDROCORTISONE;"";D07AA;0;
"0801";"0";0;"";D07AA03;PREDNISOLON;PREDNISOLONE;"";D07AA;0;
"0801";"0";0;"";D07AB;MATIG STERK WERKZAME CORTICOSTEROIDEN (GROEP II);CORTICOSTEROIDS, MODERATELY POTENT (GROUP II);"";D07A;0;
"0801";"0";0;"";D07AB01;CLOBETASON;CLOBETASONE;"";D07AB;0;
"0801";"0";0;"";D07AB02;HYDROCORTISONBUTYRAAT;HYDROCORTISONE BUTYRATE;"";D07AB;0;
"0801";"0";0;"";D07AB03;FLUMETASON;FLUMETASONE;"";D07AB;0;
"0801";"0";0;"";D07AB04;FLUOCORTIN;FLUOCORTIN;"";D07AB;0;
"0801";"0";0;"";D07AB05;FLUPEROLON;FLUPEROLONE;"";D07AB;0;
"0801";"0";0;"";D07AB06;FLUORMETHOLON;FLUOROMETHOLONE;"";D07AB;0;
"0801";"0";0;"";D07AB07;FLUPREDNIDEEN;FLUPREDNIDENE;"";D07AB;0;
"0801";"0";0;"";D07AB08;DESONIDE;DESONIDE;"";D07AB;0;
"0801";"0";0;"";D07AB09;TRIAMCINOLON;TRIAMCINOLONE;"";D07AB;0;
"0801";"0";0;"";D07AB10;ALCLOMETASON;ALCLOMETASONE;"";D07AB;0;
"0801";"0";0;"";D07AB11;HYDROCORTISONBUTEPRAAT;HYDROCORTISONE BUTEPRATE;"";D07AB;0;
"0801";"0";0;"";D07AB19;DEXAMETHASON;DEXAMETHASONE;"";D07AB;0;
"0801";"0";0;"";D07AB21;CLOCORTOLON;CLOCORTOLONE;"";D07AB;0;
"0801";"0";0;"";D07AB30;COMBINATIES VAN CORTICOSTEROIDEN;COMBINATIONS OF CORTICOSTEROIDS;"";D07AB;0;
"0801";"0";0;"";D07AC;STERK WERKZAME CORTICOSTEROIDEN (GROEP III);CORTICOSTEROIDS, POTENT (GROUP III);"";D07A;0;
"0801";"0";0;"";D07AC01;BETAMETHASON;BETAMETHASONE;"";D07AC;0;
"0801";"0";0;"";D07AC02;FLUCLOROLON;FLUCLOROLONE;"";D07AC;0;
